Switch;ID_Object;Nbr;IP;ID_Ring;ID_Equipment;Serial;MAC;ID_VLAN;ID_SFP ‰Îˇ 25 ÔÓÚ‡;ID_SFP ‰Îˇ 26 ÔÓÚ‡;InService;ID_TipPort ‰Îˇ 25 ÔÓÚ‡;ID_TipPort ‰Îˇ 26 ÔÓÚ‡;Switch ‰Îˇ LLDP 25 ÔÓÚ‡;Switch ‰Îˇ LLDP 26 ÔÓÚ‡;Proverka_NameSwitch;Data_oprosa_LLDP;Nomer_v_kolce;Port_na_DS;Port_DS_des
MDU_BRD00131_1021_2;MDU_BRD00131_1021;2;10.207.131.82;102;Huawei Quidway S2326;2102351366DME6007742;04f9-38c6-fbda;8;;;»—“»Õ¿;C;F;MDU_BRD00131_1021_1;MDU_BRD00131_1022_1;MDU_BRD00131_1021_2;06.02.2015;2;;
MDU_BRD00131_1022_1;MDU_BRD00131_1022;1;10.207.131.35;102;Huawei Quidway S2326;2102351366DME7002874;04f9-38c9-e315;2;;;»—“»Õ¿;F;F;MDU_BRD00131_1021_2;MDU_BRD00131_1023_1;MDU_BRD00131_1022_1;06.02.2015;3;;
MDU_BRD00131_1023_1;MDU_BRD00131_1023;1;10.207.131.36;102;D-Link DES-3200-28;PVI41A5000722;1C-BD-B9-63-3B-C0;3;;;»—“»Õ¿;F;F;MDU_BRD00131_1022_1;MDU_BRD00131_1024_1;MDU_BRD00131_1023_1;06.02.2015;4;;
MDU_BRD00131_1024_1;MDU_BRD00131_1024;1;10.207.131.37;102;D-Link DES-3200-28;PVI41A5000723;1C-BD-B9-63-3B-A0;4;;;»—“»Õ¿;F;F;MDU_BRD00131_1023_1;MDU_BRD00131_1025_1;MDU_BRD00131_1024_1;06.02.2015;5;;
MDU_BRD00131_1025_1;MDU_BRD00131_1025;1;10.207.131.38;102;D-Link DES-3200-28;PVI41A5000725;1C-BD-B9-63-67-20;5;;;»—“»Õ¿;F;F;MDU_BRD00131_1026_1;MDU_BRD00131_1024_1;MDU_BRD00131_1025_1;06.02.2015;6;;
MDU_BRD00131_1026_1;MDU_BRD00131_1026;1;10.207.131.39;102;D-Link DES-3200-28;PVI41A5000720;1C-BD-B9-63-67-00;6;;;»—“»Õ¿;F;F;MDU_BRD00131_1027_1;MDU_BRD00131_1025_1;MDU_BRD00131_1026_1;06.02.2015;7;;
MDU_BRD00131_1027_1;MDU_BRD00131_1027;1;10.207.131.40;102;D-Link DES-3200-28;PVI41A5000717;1C-BD-B9-63-3B-E0;7;;;»—“»Õ¿;F;F;ds2-zap30;MDU_BRD00131_1026_1;MDU_BRD00131_1027_1;06.02.2015;8;25;102
MDU_BRD00131_1031_1;MDU_BRD00131_1031;1;10.207.131.50;103;D-Link DES-3200-28;PVI41A5000721;1C-BD-B9-63-6D-00;1;;;»—“»Õ¿;F;F;MDU_BRD00131_1032_1;ds1-zap30;MDU_BRD00131_1031_1;06.02.2015;1;26;103
MDU_BRD00131_1032_1;MDU_BRD00131_1032;1;10.207.131.51;103;D-Link DES-3200-28;PVI41A5000719;1C-BD-B9-63-53-00;2;;;»—“»Õ¿;F;C;MDU_BRD00131_1031_1;MDU_BRD00131_1032_2;MDU_BRD00131_1032_1;06.02.2015;2;;
MDU_BRD00131_1032_2;MDU_BRD00131_1032;2;10.207.131.69;103;D-Link DES-3200-26;PVHQ1A9001716;F0-7D-68-2F-BF-20;4;;;»—“»Õ¿;C;F;MDU_BRD00131_1032_1;MDU_BRD00131_1033_1;MDU_BRD00131_1032_2;06.02.2015;3;;
MDU_BRD00131_1033_1;MDU_BRD00131_1033;1;10.207.131.52;103;D-Link DES-3200-26;PVHQ1A9009769;F0-7D-68-32-E9-20;3;;;»—“»Õ¿;F;F;MDU_BRD00131_1032_2;ds2-zap30;MDU_BRD00131_1033_1;06.02.2015;4;26;103
MDU_BRD00131_2001_1;MDU_BRD00131_2001;1;10.207.132.1;200;D-Link DES-3200-26;PVHQ1A9001760;F0-7D-68-30-F9-C0;14;;;»—“»Õ¿;F;C;MDU_BRD00131_2002_1;MDU_BRD00131_2001_2;MDU_BRD00131_2001_1;06.02.2015;2;;
MDU_BRD00131_2001_2;MDU_BRD00131_2001;2;10.207.132.65;200;Huawei Quidway S2326;21023513666TD1008298;dcd2-fc59-2466;1;;;»—“»Õ¿;C;F;MDU_BRD00131_2001_1;ds1-zap30;MDU_BRD00131_2001_2;06.02.2015;1;2;200
MDU_BRD00131_2101_1;MDU_BRD00131_2101;1;10.207.132.10;210;D-Link DES-3200-26;PVHQ1A9012607;F0-7D-68-33-7B-20;10;;;»—“»Õ¿;C;F;MDU_BRD00131_20010_2;MDU_BRD00131_2009_1;MDU_BRD00131_20010_1;06.02.2015;2;;200
MDU_BRD00131_2101_2;MDU_BRD00131_2101;2;10.207.132.98;210;Huawei Quidway S2326;2102351366DME6007643;04f9-38c6-fb78;16;;;»—“»Õ¿;F;C;ds4-zap30;MDU_BRD00131_20010_1;MDU_BRD00131_20010_2;06.02.2015;1;1;210
MDU_BRD00131_2002_1;MDU_BRD00131_2002;1;10.207.132.2;200;Huawei Quidway S2326;PVHQ1A9009708;1047-8010-15d2;2;;;»—“»Õ¿;F;C;MDU_BRD00131_2001_1;MDU_BRD00131_2002_2;MDU_BRD00131_2002_1;06.02.2015;3;;
MDU_BRD00131_2002_2;MDU_BRD00131_2002;2;10.207.132.67;200;Huawei Quidway S2326;2102351366TB1019413;781d-ba8f-602b;5;;;»—“»Õ¿;C;F;MDU_BRD00131_2002_1;MDU_BRD00131_2003_2;MDU_BRD00131_2002_2;06.02.2015;4;;
MDU_BRD00131_2003_1;MDU_BRD00131_2003;1;10.207.132.3;200;D-Link DES-3200-26;PVHQ1A9009737;F0-7D-68-32-F7-40;3;;;»—“»Õ¿;C;F;MDU_BRD00131_2003_2;MDU_BRD00131_2004_1;MDU_BRD00131_2003_1;06.02.2015;6;;
MDU_BRD00131_2003_2;MDU_BRD00131_2003;2;10.207.132.47;200;Huawei Quidway S2326;21023513666TC4004320;e024-7f19-e014;11;;;»—“»Õ¿;F;C;MDU_BRD00131_2002_2;MDU_BRD00131_2003_1;MDU_BRD00131_2003_2;06.02.2015;5;;
MDU_BRD00131_2004_1;MDU_BRD00131_2004;1;10.207.132.4;200;D-Link DES-3200-26;PVHQ1A9009730;F0-7D-68-33-F4-60;4;;;»—“»Õ¿;F;C;MDU_BRD00131_2003_1;MDU_BRD00131_2004_2;MDU_BRD00131_2004_1;06.02.2015;7;;
MDU_BRD00131_2004_2;MDU_BRD00131_2004;2;10.207.132.57;200;Huawei Quidway S2326;21023513666TCB008651;1047-800e-e9ed;13;;;»—“»Õ¿;C;F;MDU_BRD00131_2004_1;ds2-zap30;MDU_BRD00131_2004_2;06.02.2015;8;2;200
MDU_BRD00131_2106_1;MDU_BRD00131_2106;1;10.207.132.5;210;Huawei Quidway S2326;21023513666TD3001495;dcd2-fc6b-d5df;15;;;»—“»Õ¿;F;C;ds3-zap30;MDU_BRD00131_2005_2;MDU_BRD00131_2005_1;06.02.2015;10;1;210
MDU_BRD00131_2106_2;MDU_BRD00131_2106;2;10.207.132.66;210;Huawei Quidway S2326;2102351366TB1019409;781d-ba8f-6027;2;;;»—“»Õ¿;C;F;MDU_BRD00131_2005_1;MDU_BRD00131_2006_1;MDU_BRD00131_2005_2;06.02.2015;9;;
MDU_BRD00131_2105_1;MDU_BRD00131_2105;1;10.207.132.6;210;D-Link DES-3200-26;PVHQ1A9009703;F0-7D-68-32-D6-60;6;;;»—“»Õ¿;F;F;MDU_BRD00131_2007_2;MDU_BRD00131_2005_2;MDU_BRD00131_2006_1;06.02.2015;8;;
MDU_BRD00131_2104_1;MDU_BRD00131_2104;1;10.207.132.7;210;D-Link DES-3200-26;PVHQ1A9009746;F0-7D-68-32-F0-60;7;;;»—“»Õ¿;F;C;MDU_BRD00131_2008_1;MDU_BRD00131_2007_2;MDU_BRD00131_2007_1;06.02.2015;6;;
MDU_BRD00131_2104_2;MDU_BRD00131_2104;2;10.207.132.48;210;Huawei Quidway S2326;2102351366DME7008138;04f9-38ce-0c96;1;;;»—“»Õ¿;C;F;MDU_BRD00131_2007_1;MDU_BRD00131_2006_1;MDU_BRD00131_2007_2;06.02.2015;7;;
MDU_BRD00131_2103_1;MDU_BRD00131_2103;1;10.207.132.8;210;Huawei Quidway S2326;21023513666TCB007722;1047-800e-e64c;8;;;»—“»Õ¿;F;F;MDU_BRD00131_2009_2;MDU_BRD00131_2007_1;MDU_BRD00131_2008_1;06.02.2015;5;;
MDU_BRD00131_2102_1;MDU_BRD00131_2102;1;10.207.132.9;210;D-Link DES-3200-26;PVHQ1A9009683;F0-7D-68-32-D6-00;9;;;»—“»Õ¿;F;C;MDU_BRD00131_20010_1;MDU_BRD00131_2009_2;MDU_BRD00131_2009_1;06.02.2015;3;;
MDU_BRD00131_2102_2;MDU_BRD00131_2102;2;10.207.132.54;210;Huawei Quidway S2326;21023513666TCB007322;1047-800e-e4bc;12;;;»—“»Õ¿;F;C;MDU_BRD00131_2008_1;MDU_BRD00131_2009_1;MDU_BRD00131_2009_2;06.02.2015;4;;
MDU_BRD00131_2011_1;MDU_BRD00131_2011;1;10.207.132.11;201;D-Link DES-3200-26;PVHQ1A9009740;F0-7D-68-32-E9-E0;1;;;»—“»Õ¿;F;F;ds1-zap30;MDU_BRD00131_2011_2;MDU_BRD00131_2011_1;06.02.2015;1;25;201
MDU_BRD00131_2011_2;MDU_BRD00131_2011;2;10.207.132.55;201;Huawei Quidway S2326;21023513666TCB007616;1047-800e-e5e2;14;;;»—“»Õ¿;F;F;MDU_BRD00131_2012_1;MDU_BRD00131_2011_1;MDU_BRD00131_2011_2;06.02.2015;2;;201
MDU_BRD00131_2311_1;MDU_BRD00131_2311;1;10.207.132.20;231;D-Link DES-3200-26;PVHQ1A9009744;F0-7D-68-32-F0-80;10;;;»—“»Õ¿;C;F;MDU_BRD00131_20110_2;MDU_BRD00131_2019_1;MDU_BRD00131_20110_1;06.02.2015;3;;
MDU_BRD00131_2311_2;MDU_BRD00131_2311;2;10.207.132.46;231;Huawei Quidway S2326;21023513666TC3000822;4cb1-6c7f-aa67;12;;;»—“»Õ¿;C;C;MDU_BRD00131_20110_3;MDU_BRD00131_20110_1;MDU_BRD00131_20110_2;06.02.2015;2;;
MDU_BRD00131_2311_3;MDU_BRD00131_2311;3;10.207.132.96;231;D-Link DES-3200-26;PVHQ1A9009696;F0-7D-68-33-07-60;2;;;»—“»Õ¿;C;F;MDU_BRD00131_20110_2;ds4-zap30;MDU_BRD00131_20110_3;06.02.2015;1;26;231
MDU_BRD00131_2012_1;MDU_BRD00131_2012;1;10.207.132.12;201;D-Link DES-3200-26;PVHQ1A9009750;F0-7D-68-32-F0-40;2;;;»—“»Õ¿;C;F;MDU_BRD00131_2012_2;MDU_BRD00131_2011_2;MDU_BRD00131_2012_1;06.02.2015;3;;
MDU_BRD00131_2012_2;MDU_BRD00131_2012;2;10.207.132.62;201;Huawei Quidway S2326;21023513666TCB006538;1047-800e-e1ac;16;;;»—“»Õ¿;F;C;MDU_BRD00131_2013_1;MDU_BRD00131_2012_1;MDU_BRD00131_2012_2;06.02.2015;4;;
MDU_BRD00131_2013_1;MDU_BRD00131_2013;1;10.207.132.13;201;D-Link DES-3200-26;PVHQ1A9001717;F0-7D-68-2F-C0-C0;3;;;»—“»Õ¿;C;F;MDU_BRD00131_2013_2;MDU_BRD00131_2012_2;MDU_BRD00131_2013_1;06.02.2015;5;;
MDU_BRD00131_2013_2;MDU_BRD00131_2013;2;10.207.132.64;201;Huawei Quidway S2326;21023513666TCB010150;1047-8010-18cc;17;;;»—“»Õ¿;C;Down;MDU_BRD00131_2013_1;;MDU_BRD00131_2013_2;06.02.2015;6;;
MDU_BRD00131_2111_1;MDU_BRD00131_2111;1;10.207.132.14;211;Huawei Quidway S2326;2102351366DME1005560;4846-fbf5-688d;4;;;»—“»Õ¿;F;F;ds3-zap30;MDU_BRD00131_2015_2;MDU_BRD00131_2014_1;06.02.2015;1;1;211
MDU_BRD00131_2112_1;MDU_BRD00131_2112;1;10.207.132.15;211;D-Link DES-3200-26;PVHQ1A9001718;F0-7D-68-31-0E-60;5;;;»—“»Õ¿;C;F;MDU_BRD00131_2015_2;MDU_BRD00131_2016_2;MDU_BRD00131_2015_1;06.02.2015;3;;
MDU_BRD00131_2112_2;MDU_BRD00131_2112;2;10.207.132.61;211;Huawei Quidway S2326;21023513666TCB009969;1047-8010-15cc;15;;;»—“»Õ¿;C;F;MDU_BRD00131_2015_1;MDU_BRD00131_2014_1;MDU_BRD00131_2015_2;06.02.2015;2;;
MDU_BRD00131_2113_1;MDU_BRD00131_2113;1;10.207.132.16;211;D-Link DES-3200-26;PVHQ1A9013705;F0-7D-68-33-3D-40;6;;;»—“»Õ¿;Down;C;MDU_BRD00131_2017_1;MDU_BRD00131_2016_2;MDU_BRD00131_2016_1;06.02.2015;5;;
MDU_BRD00131_2113_2;MDU_BRD00131_2113;2;10.207.132.51;211;Huawei Quidway S2326;21023513666TCB007336;1047-800e-e4ca;13;;;»—“»Õ¿;F;C;MDU_BRD00131_2015_1;MDU_BRD00131_2016_1;MDU_BRD00131_2016_2;06.02.2015;4;;
MDU_BRD00131_2211_1;MDU_BRD00131_2211;1;10.207.132.17;221;Huawei Quidway S2326;2102351366DME7003000;04f9-38c9-da73;7;;;»—“»Õ¿;F;C;ds3-zap30;MDU_BRD00131_2017_2;MDU_BRD00131_2017_1;06.02.2015;1;1;221
MDU_BRD00131_2211_2;MDU_BRD00131_2211;2;10.207.132.71;221;Huawei Quidway S2326;2102351366DME7002897;04f9-38c9-e2ff;19;;;»—“»Õ¿;C;F;MDU_BRD00131_2017_1;MDU_BRD00131_2018_2;MDU_BRD00131_2017_2;06.02.2015;2;;
MDU_BRD00131_2212_1;MDU_BRD00131_2212;1;10.207.132.18;221;D-Link DES-3200-26;PVHQ1A9009726;F0-7D-68-32-F1-20;11;;;»—“»Õ¿;C;C;MDU_BRD00131_2018_2;MDU_BRD00131_2018_3;MDU_BRD00131_2018_1;06.02.2015;4;;
MDU_BRD00131_2212_2;MDU_BRD00131_2212;2;10.207.132.41;221;D-Link DES-3200-28;PVI41A4008486;00-26-5A-91-0B-E0;18;;;»—“»Õ¿;F;C;MDU_BRD00131_2017_2;MDU_BRD00131_2018_1;MDU_BRD00131_2018_2;06.02.2015;3;;
MDU_BRD00131_2212_3;MDU_BRD00131_2212;3;10.207.132.70;221;Huawei Quidway S2326;21023513666TD1001859;1047-8031-2fed;8;;;»—“»Õ¿;F;C;ds4-zap30;MDU_BRD00131_2018_1;MDU_BRD00131_2018_3;06.02.2015;5;1;221
MDU_BRD00131_2312_1;MDU_BRD00131_2312;1;10.207.132.19;231;D-Link DES-3200-26;PVHQ1A9012614;F0-7D-68-33-5A-20;9;;;»—“»Õ¿;F;C;MDU_BRD00131_20110_1;MDU_BRD00131_2019_2;MDU_BRD00131_2019_1;06.02.2015;4;;
MDU_BRD00131_2312_2;MDU_BRD00131_2312;2;10.207.132.72;231;Huawei Quidway S2326;21023513666TD2000766;dcd2-fc5c-c1bc;20;;;»—“»Õ¿;C;F;MDU_BRD00131_2019_1;ds3-zap30;MDU_BRD00131_2019_2;06.02.2015;5;2;231
MDU_BRD00131_2021_1;MDU_BRD00131_2021;1;10.207.132.21;202;D-Link DES-3200-26;PVHQ1A9001045;F0-7D-68-30-F1-00;1;;;»—“»Õ¿;C;F;MDU_BRD00131_2021_2;MDU_BRD00131_2022_2;MDU_BRD00131_2021_1;06.02.2015;2;;
MDU_BRD00131_2021_2;MDU_BRD00131_2021;2;10.207.132.49;202;Huawei Quidway S2326;21023513666TC4005673;e024-7f1a-a592;13;;;»—“»Õ¿;F;C;ds1-zap30;MDU_BRD00131_2021_1;MDU_BRD00131_2021_2;06.02.2015;1;1;202
MDU_BRD00131_2321_1;MDU_BRD00131_2321;1;10.207.132.30;232;D-Link DES-3200-26;PVHQ1A9009751;F0-7D-68-32-F0-00;10;;;»—“»Õ¿;F;C;ds4-zap30;MDU_BRD00131_20210_2;MDU_BRD00131_20210_1;06.02.2015;1;25;232
MDU_BRD00131_2321_2;MDU_BRD00131_2321;2;10.207.132.44;232;Huawei Quidway S2326;21023513666TB7013097;80fb-0668-ae42;12;;;»—“»Õ¿;C;C;MDU_BRD00131_20210_3;MDU_BRD00131_20210_1;MDU_BRD00131_20210_2;06.02.2015;2;;
MDU_BRD00131_2321_3;MDU_BRD00131_2321;3;10.207.132.95;232;Huawei Quidway S2326;21023513666TD3002216;dcd2-fc6c-6de0;19;;;»—“»Õ¿;F;C;MDU_BRD00131_2029_2;MDU_BRD00131_20210_2;MDU_BRD00131_20210_3;06.02.2015;3;;202
MDU_BRD00131_2022_1;MDU_BRD00131_2022;1;10.207.132.22;202;D-Link DES-3200-26;PVHQ1A9012067;F0-7D-68-33-37-80;2;;;»—“»Õ¿;Down;C;;MDU_BRD00131_2022_2;MDU_BRD00131_2022_1;06.02.2015;4;;
MDU_BRD00131_2022_2;MDU_BRD00131_2022;2;10.207.132.50;202;Huawei Quidway S2326;21023513666TB1006974;781d-ba7f-a6bd;14;;;»—“»Õ¿;C;F;MDU_BRD00131_2022_1;MDU_BRD00131_2021_1;MDU_BRD00131_2022_2;06.02.2015;3;;
MDU_BRD00131_2121_1;MDU_BRD00131_2121;1;10.207.132.23;212;Huawei Quidway S2326;2102351366DME7006484;04f9-38cd-63dc;3;;;»—“»Õ¿;C;F;MDU_BRD00131_2023_2;ds3-zap30;MDU_BRD00131_2023_1;06.02.2015;1;2;
MDU_BRD00131_2121_2;MDU_BRD00131_2121;2;10.207.132.56;212;Huawei Quidway S2326;2102351366DME7008229;04f9-38ce-0cfc;16;;;»—“»Õ¿;F;C;MDU_BRD00131_2024_1;MDU_BRD00131_2023_1;MDU_BRD00131_2023_2;06.02.2015;2;;212
MDU_BRD00131_2122_1;MDU_BRD00131_2122;1;10.207.132.24;212;Huawei Quidway S2326;2102351366DME7002972;04f9-38c9-e2b5;4;;;»—“»Õ¿;F;F;MDU_BRD00131_2023_2;MDU_BRD00131_2025_1;MDU_BRD00131_2024_1;06.02.2015;3;;
MDU_BRD00131_2123_1;MDU_BRD00131_2123;1;10.207.132.25;212;D-Link DES-3200-26;PVHQ1A9009682;F0-7D-68-32-F9-20;5;;;»—“»Õ¿;C;F;MDU_BRD00131_2025_2;MDU_BRD00131_2024_1;MDU_BRD00131_2025_1;06.02.2015;4;;
MDU_BRD00131_2123_2;MDU_BRD00131_2123;2;10.207.132.42;212;Huawei Quidway S2326;21023513666TB6000193;0819-a6d9-5e5e;11;;;»—“»Õ¿;C;F;MDU_BRD00131_2025_1;MDU_BRD00131_2026_2;MDU_BRD00131_2025_2;06.02.2015;5;;
MDU_BRD00131_2124_1;MDU_BRD00131_2124;1;10.207.132.26;212;Huawei Quidway S2326;21023513666TD3002249;dcd2-fc6c-6e01;6;;;»—“»Õ¿;F;C;ds4-zap30;MDU_BRD00131_2026_2;MDU_BRD00131_2026_1;06.02.2015;7;1;212
MDU_BRD00131_2124_2;MDU_BRD00131_2124;2;10.207.132.99;212;Huawei Quidway S2326;2102351366DME6008215;04f9-38c7-03b4;20;;;»—“»Õ¿;C;F;MDU_BRD00131_2026_1;MDU_BRD00131_2025_2;MDU_BRD00131_2026_2;06.02.2015;6;;
MDU_BRD00131_2221_1;MDU_BRD00131_2221;1;10.207.132.27;222;D-Link DES-3200-26;PVHQ1A9009768;F0-7D-68-32-EF-60;7;;;»—“»Õ¿;F;C;MDU_BRD00131_2028_2;MDU_BRD00131_2027_2;MDU_BRD00131_2027_1;06.02.2015;2;;
MDU_BRD00131_2221_2;MDU_BRD00131_2221;2;10.207.132.60;222;Huawei Quidway S2326;2102351366DME1006004;5439-df0f-8d76;17;;;»—“»Õ¿;C;F;MDU_BRD00131_2027_1;ds3-zap30;MDU_BRD00131_2027_2;06.02.2015;1;2;
MDU_BRD00131_2222_1;MDU_BRD00131_2222;1;10.207.132.28;222;D-Link DES-3200-26;PVHQ1A9009728;F0-7D-68-32-D7-20;8;;;»—“»Õ¿;F;C;ds4-zap30;MDU_BRD00131_2028_2;MDU_BRD00131_2028_1;06.02.2015;4;25;222
MDU_BRD00131_2222_2;MDU_BRD00131_2222;2;10.207.132.74;222;D-Link DES-3200-26;PVHQ1A9009698;F0-7D-68-34-12-40;18;;;»—“»Õ¿;C;F;MDU_BRD00131_2028_1;MDU_BRD00131_2027_1;MDU_BRD00131_2028_2;06.02.2015;3;;
MDU_BRD00131_2322_1;MDU_BRD00131_2322;1;10.207.132.29;232;D-Link DES-3200-26;PVHQ1A9009767;F0-7D-68-32-E8-E0;9;;;»—“»Õ¿;C;F;MDU_BRD00131_2029_2;ds3-zap30;MDU_BRD00131_2029_1;06.02.2015;5;26;
MDU_BRD00131_2322_2;MDU_BRD00131_2322;2;10.207.132.52;232;D-Link DES-3200-26;PVHQ1A9013404;F0-7D-68-34-B8-20;15;;;»—“»Õ¿;F;C;MDU_BRD00131_20210_3;MDU_BRD00131_2029_1;MDU_BRD00131_2029_2;06.02.2015;4;;
MDU_BRD00131_2031_1;MDU_BRD00131_2031;1;10.207.132.31;203;D-Link DES-3200-26;PVHQ1A9009749;F0-7D-68-32-E9-C0;1;;;»—“»Õ¿;C;F;MDU_BRD00131_2031_2;MDU_BRD00131_2032_3;MDU_BRD00131_2031_1;06.02.2015;2;;
MDU_BRD00131_2031_2;MDU_BRD00131_2031;2;10.207.132.59;203;Huawei Quidway S2326;21023513666TCB009958;1047-8010-15c1;15;;;»—“»Õ¿;F;C;ds1-zap30;MDU_BRD00131_2031_1;MDU_BRD00131_2031_2;06.02.2015;1;1;203
MDU_BRD00131_2231_1;MDU_BRD00131_2231;1;10.207.132.40;223;Huawei Quidway S2326;21023513666TCB009151;1047-8010-129a;19;;;»—“»Õ¿;F;C;ds4-zap30;MDU_BRD00131_2310_2;MDU_BRD00131_2310_1;06.02.2015;1;1;223
MDU_BRD00131_2231_2;MDU_BRD00131_2231;2;10.207.132.97;223;Huawei Quidway S2326;2102351366DME6007763;04f9-38c6-fbef;10;;;»—“»Õ¿;F;C;MDU_BRD00131_2039_1;MDU_BRD00131_2310_1;MDU_BRD00131_2310_2;06.02.2015;2;;
MDU_BRD00131_2032_1;MDU_BRD00131_2032;1;10.207.132.32;203;D-Link DES-3200-26;PVHQ1A9012615;F0-7D-68-33-79-E0;2;;;»—“»Õ¿;C;F;MDU_BRD00131_2032_2;ds2-zap30;MDU_BRD00131_2032_1;06.02.2015;5;26;203
MDU_BRD00131_2032_2;MDU_BRD00131_2032;2;10.207.132.45;203;Huawei Quidway S2326;21023513666TB6004707;0819-a6de-7f49;12;;;»—“»Õ¿;C;C;MDU_BRD00131_2032_3;MDU_BRD00131_2032_1;MDU_BRD00131_2032_2;06.02.2015;4;;
MDU_BRD00131_2032_3;MDU_BRD00131_2032;3;10.207.132.73;203;Huawei Quidway S2326;21023513666TD2000943;dcd2-fc5c-c26d;17;;;»—“»Õ¿;F;C;MDU_BRD00131_2031_1;MDU_BRD00131_2032_2;MDU_BRD00131_2032_3;06.02.2015;3;;
MDU_BRD00131_2131_1;MDU_BRD00131_2131;1;10.207.132.33;213;D-Link DES-3200-26;PVHQ1A9001758;F0-7D-68-31-30-20;3;;;»—“»Õ¿;F;C;MDU_BRD00131_2034_1;MDU_BRD00131_2033_2;MDU_BRD00131_2033_1;06.02.2015;2;;
MDU_BRD00131_2131_2;MDU_BRD00131_2131;2;10.207.132.53;213;Huawei Quidway S2326;21023513666TB9007264;5489-98af-9948;13;;;»—“»Õ¿;C;F;MDU_BRD00131_2033_1;ds3-zap30;MDU_BRD00131_2033_2;06.02.2015;1;2;213
MDU_BRD00131_2132_1;MDU_BRD00131_2132;1;10.207.132.34;213;D-Link DES-3200-26;PVHQ1A9013219;F0-7D-68-34-C0-60;4;;;»—“»Õ¿;C;F;MDU_BRD00131_2034_2;MDU_BRD00131_2033_1;MDU_BRD00131_2034_1;06.02.2015;3;;
MDU_BRD00131_2132_2;MDU_BRD00131_2132;2;10.207.132.58;213;Huawei Quidway S2326;21023513666TCB007483;1047-800e-e55d;14;;;»—“»Õ¿;F;C;MDU_BRD00131_2035_2;MDU_BRD00131_2034_1;MDU_BRD00131_2034_2;06.02.2015;4;;
MDU_BRD00131_2133_1;MDU_BRD00131_2133;1;10.207.132.35;213;D-Link DES-3200-26;PVHQ1A9009690;F0-7D-68-32-D6-40;5;;;»—“»Õ¿;C;F;MDU_BRD00131_2035_2;ds4-zap30;MDU_BRD00131_2035_1;06.02.2015;6;26;213
MDU_BRD00131_2133_2;MDU_BRD00131_2133;2;10.207.132.63;213;Huawei Quidway S2326;21023513666TCB006518;1047-800e-e198;16;;;»—“»Õ¿;F;C;MDU_BRD00131_2034_2;MDU_BRD00131_2035_1;MDU_BRD00131_2035_2;06.02.2015;5;;
MDU_BRD00131_2235_1;MDU_BRD00131_2235;1;10.207.132.36;223;D-Link DES-3200-26;PVHQ1A9009764;F0-7D-68-32-E9-00;6;;;»—“»Õ¿;F;F;MDU_BRD00131_2037_1;ds3-zap30;MDU_BRD00131_2036_1;06.02.2015;7;26;223
MDU_BRD00131_2234_1;MDU_BRD00131_2234;1;10.207.132.37;223;D-Link DES-3200-26;PVHQ1A9009712;F0-7D-68-32-D6-E0;7;;;»—“»Õ¿;F;F;MDU_BRD00131_2036_1;MDU_BRD00131_2038_1;MDU_BRD00131_2037_1;06.02.2015;6;;
MDU_BRD00131_2233_1;MDU_BRD00131_2233;1;10.207.132.38;223;Huawei Quidway S2326;21023513666TD2002417;dcd2-fc67-5f87;8;;;»—“»Õ¿;F;F;MDU_BRD00131_2039_2;MDU_BRD00131_2037_1;MDU_BRD00131_2038_1;06.02.2015;5;;
MDU_BRD00131_2232_1;MDU_BRD00131_2232;1;10.207.132.39;223;D-Link DES-3028;P1CV18A012963;00-22-B0-57-13-00;9;;;»—“»Õ¿;C;F;MDU_BRD00131_2039_2;MDU_BRD00131_2310_2;MDU_BRD00131_2039_1;06.02.2015;3;;
MDU_BRD00131_2232_2;MDU_BRD00131_2232;2;10.207.132.43;223;Huawei Quidway S2326;21023513666“D2002129;dcd2-fc67-5e67;11;;;»—“»Õ¿;F;C;MDU_BRD00131_2038_1;MDU_BRD00131_2039_1;MDU_BRD00131_2039_2;06.02.2015;4;;
MDU_BRD00131_3001_1;MDU_BRD00131_3001;1;10.207.131.53;300;D-Link DES-3200-28;PVI41A4007528;00-26-5A-8F-72-A0;1;;;»—“»Õ¿;F;F;MDU_BRD00131_3002_1;ds1-zap30;MDU_BRD00131_3001_1;06.02.2015;1;26;104
MDU_BRD00131_3002_1;MDU_BRD00131_3002;1;10.207.131.54;300;D-Link DES-3200-28;PVI41A5003165;1C-BD-B9-64-BC-80;2;;;»—“»Õ¿;F;F;MDU_BRD00131_3003_1;MDU_BRD00131_3001_1;MDU_BRD00131_3002_1;06.02.2015;2;;
MDU_BRD00131_3003_1;MDU_BRD00131_3003;1;10.207.131.55;300;D-Link DES-3200-28;PVI41A5000779;1C-BD-B9-63-51-80;3;;;»—“»Õ¿;C;F;MDU_BRD00131_3003_2;MDU_BRD00131_3002_1;MDU_BRD00131_3003_1;06.02.2015;3;;
MDU_BRD00131_3003_2;MDU_BRD00131_3003;2;10.207.131.70;300;Huawei Quidway S2326;2102351366DME6007771;04f9-38c6-fbf7;9;;;»—“»Õ¿;F;C;MDU_BRD00131_3004_1;MDU_BRD00131_3003_1;MDU_BRD00131_3003_2;06.02.2015;4;;
